Country,State,District,Year,"Cases Due To Plasmodium Falciparum (UOM:%(Percentage)), Scaling Factor:1","Annual Blood Examination Rate (UOM:Number), Scaling Factor:1","Annual Parasite Incidence (UOM:Number), Scaling Factor:1","Slide Positivity Rate  (UOM:Number), Scaling Factor:1","Annual Falciparum Incidence   (UOM:Number), Scaling Factor:1","Slide Falciparum Rate  (UOM:Number), Scaling Factor:1","Deaths Due To Plasmodium Vivax Malaria (UOM:Number), Scaling Factor:1","Deaths Due To Plasmodium Falciparum Malaria (UOM:Number), Scaling Factor:1","Population (UOM:Number), Scaling Factor:1","Blood Smears Collected For Malaria Testing (UOM:Number), Scaling Factor:1","Blood Smears Examined  (UOM:Number), Scaling Factor:1","Indigenous Plasmodium Vivax Cases (UOM:Number), Scaling Factor:1","Indigenous Plasmodium Falciparum Cases (UOM:Number), Scaling Factor:1","Indigenous Mixed Malaria Infections (UOM:Number), Scaling Factor:1","Total Indigenous Malaria Positives (UOM:Number), Scaling Factor:1","Repeat Tests Or Re-Tests (UOM:Number), Scaling Factor:1","Total Blood Smears Collected For Malaria Testing (UOM:Number), Scaling Factor:1","Total Tests Conducted Combining Blood Smear Collection And Rapid Diagnostic Tests (UOM:Number), Scaling Factor:1","Total Blood Smears Examined (UOM:Number), Scaling Factor:1","Total Tests Examined Combining Blood Smear Examined And Rapid Diagnostic Tests  (UOM:Number), Scaling Factor:1","Total Tests Conducted Combining Blood Smear Collection And Rapid Diagnostic Tests  (UOM:Number), Scaling Factor:1","Total Tests Examined Combining Blood Smear Examined And Rapid Diagnostic Tests  (UOM:Number), Scaling Factor:1","Indigenous Cases/Positive Cases Of Plasmodium Vivax (UOM:Number), Scaling Factor:1","Indigenous Cases/Positive Cases Of Plasmodium Falciparum (UOM:Number), Scaling Factor:1","Indigenous Cases/Positive Cases Of Mixed Malaria Infections (UOM:Number), Scaling Factor:1","Indigenous Cases/Positive Cases Malaria Positives (UOM:Number), Scaling Factor:1","Indigenous Cases/Positive Cases Plasmodium Vivax Cases (UOM:Number), Scaling Factor:1","Indigenous Cases/Positive Cases Plasmodium Falciparum Cases (UOM:Number), Scaling Factor:1","Indigenous Cases/Positive Cases Mixed Malaria Infections (UOM:Number), Scaling Factor:1","Indigenous Cases/Positive Cases Malaria Positives (UOM:Number), Scaling Factor:1","Total Indigenous And Non Indigenous Cases Of Plasmodium Vivax (UOM:Number), Scaling Factor:1","Total Indigenous And Non Indigenous Cases Of Plasmodium Falciparum (UOM:Number), Scaling Factor:1","Mixed Indigenous And Non Indigenous Malaria Infections (UOM:Number), Scaling Factor:1","Total Of Indigenous And Non Indigenous Cases (UOM:Number), Scaling Factor:1","Imported Cases Or Non Indigenous Cases Of Plasmodium Malariae (UOM:Number), Scaling Factor:1","Imported Cases Or Non Indigenous Cases Of Plasmodium Ovale (UOM:Number), Scaling Factor:1","Imported Cases Or Non Indigenous Cases Of Others (UOM:Number), Scaling Factor:1","Indigenous And Non Indigenous Cases Of Plasmodium Malariae (UOM:Number), Scaling Factor:1","Indigenous And Non Indigenous Cases Of Plasmodium Ovale (UOM:Number), Scaling Factor:1","Indigenous And Non Indigenous Cases Of Others (UOM:Number), Scaling Factor:1","Indigenous Cases Or Positive Cases Of Plasmodium Malariae (UOM:Number), Scaling Factor:1","Indigenous Cases Or Positive Cases Of Plasmodium Ovale (UOM:Number), Scaling Factor:1","Indigenous Cases Or Positive Cases Of Others (UOM:Number), Scaling Factor:1"
India,Punjab,Sangrur,"Calendar Year (Jan - Dec), 2023",0,10.8,0,0,0,0,0,0,1278,,,,,,,0,117833,19711,117833,19711,137544,137544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
India,Punjab,Shahid Bhagat Singh Nagar,"Calendar Year (Jan - Dec), 2023",0,10.1,0,0,0,0,0,0,646,,,,,,,1,62266,3027,62266,3027,65293,65293,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,,,
India,Punjab,Sri Muktsar Sahib,"Calendar Year (Jan - Dec), 2023",0,8.5,0,0,0,0,0,0,949,,,,,,,3,78348,2623,78348,2623,80971,80971,3,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,,,
India,Punjab,Tarn Taran,"Calendar Year (Jan - Dec), 2023",33.3,10.9,0,0,0,0,0,0,1253,,,,,,,3,136251,751,136251,751,137002,137002,2,0,0,2,0,1,0,1,2,1,0,3,0,0,0,0,0,0,,,
India,Rajasthan,Ajmer,"Calendar Year (Jan - Dec), 2023",14.3,12.3,0,0,0,0,0,0,3160,,,,,,,14,389514,0,389514,0,389514,389514,12,2,0,14,0,0,0,0,12,2,0,14,0,0,0,0,0,0,,,
India,Rajasthan,Alwar,"Calendar Year (Jan - Dec), 2023",2.4,10,0,0,0,0,0,0,4679,,,,,,,42,468178,0,468178,0,468178,468178,41,1,0,42,0,0,0,0,41,1,0,42,0,0,0,0,0,0,,,
India,Rajasthan,Banswara,"Calendar Year (Jan - Dec), 2023",0,11.1,0,0,0,0,0,0,2369,,,,,,,23,262989,0,262989,0,262989,262989,23,0,0,23,0,0,0,0,23,0,0,23,0,0,0,0,0,0,,,
India,Rajasthan,Baran,"Calendar Year (Jan - Dec), 2023",0,14.8,0,0,0,0,0,0,1512,,,,,,,1,223157,0,223157,0,223157,223157,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,,
India,Rajasthan,Barmer,"Calendar Year (Jan - Dec), 2023",0.9,10.4,0.3,0.3,0,0,0,0,3619,,,,,,,967,346751,28518,346751,28518,375269,375269,958,8,1,967,0,0,0,0,958,8,1,967,0,0,0,0,0,0,,,
India,Rajasthan,Bharatpur,"Calendar Year (Jan - Dec), 2023",0,5,0,0,0,0,0,0,3203,,,,,,,2,158837,0,158837,0,158837,158837,2,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,,,
India,Rajasthan,Bhilwara,"Calendar Year (Jan - Dec), 2023",10.8,13.9,0,0,0,0,0,0,2963,,,,,,,37,388569,22959,388569,22959,411528,411528,33,1,3,37,0,0,0,0,33,1,3,37,0,0,0,0,0,0,,,
India,Rajasthan,Bikaner,"Calendar Year (Jan - Dec), 2023",0,9.6,0.1,0.1,0,0,0,0,3053,,,,,,,156,293752,0,293752,0,293752,293752,156,0,0,156,0,0,0,0,156,0,0,156,0,0,0,0,0,0,,,
India,Rajasthan,Bundi,"Calendar Year (Jan - Dec), 2023",0,11.9,0,0,0,0,0,0,1316,,,,,,,0,156431,0,156431,0,156431,156431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
India,Rajasthan,Chittorgarh,"Calendar Year (Jan - Dec), 2023",31.8,14.3,0,0,0,0,0,0,1843,,,,,,,22,263854,0,263854,0,263854,263854,15,7,0,22,0,0,0,0,15,7,0,22,0,0,0,0,0,0,,,
India,Rajasthan,Churu,"Calendar Year (Jan - Dec), 2023",6.7,11.1,0,0,0,0,0,0,2536,,,,,,,15,280264,0,280264,0,280264,280264,14,1,0,15,0,0,0,0,14,1,0,15,0,0,0,0,0,0,,,
India,Rajasthan,Dausa,"Calendar Year (Jan - Dec), 2023",0,8.6,0,0,0,0,0,0,2369,,,,,,,17,204840,0,204840,0,204840,204840,17,0,0,17,0,0,0,0,17,0,0,17,0,0,0,0,0,0,,,
India,Rajasthan,Dholpur,"Calendar Year (Jan - Dec), 2023",0,10.9,0,0,0,0,0,0,1535,,,,,,,0,166741,0,166741,0,166741,166741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
India,Rajasthan,Dungarpur,"Calendar Year (Jan - Dec), 2023",0,11.2,0,0,0,0,0,0,1812,,,,,,,10,199680,3649,199680,3649,203329,203329,10,0,0,10,0,0,0,0,10,0,0,10,0,0,0,0,0,0,,,
India,Rajasthan,Ganganagar,"Calendar Year (Jan - Dec), 2023",2,9.6,0,0,0,0,0,0,2205,,,,,,,51,203468,8839,203468,8839,212307,212307,50,1,0,51,0,0,0,0,50,1,0,51,0,0,0,0,0,0,,,
India,Rajasthan,Hanumangarh,"Calendar Year (Jan - Dec), 2023",0,12.8,0,0,0,0,0,0,2135,,,,,,,5,273948,0,273948,0,273948,273948,5,0,0,5,0,0,0,0,5,0,0,5,0,0,0,0,0,0,,,
India,Rajasthan,Jaipur,"Calendar Year (Jan - Dec), 2023",37.1,12.1,0,0,0,0,0,0,8709,,,,,,,35,1043942,11225,1043942,11225,1055167,1055167,22,8,5,35,0,0,0,0,22,8,5,35,0,0,0,0,0,0,,,
India,Rajasthan,Jaisalmer,"Calendar Year (Jan - Dec), 2023",0.5,11.5,0.2,0.2,0,0,0,0,926,,,,,,,191,106332,0,106332,0,106332,106332,190,1,0,191,0,0,0,0,190,1,0,191,0,0,0,0,0,0,,,
India,Rajasthan,Jalore,"Calendar Year (Jan - Dec), 2023",0,13.1,0,0,0,0,0,0,2404,,,,,,,14,312684,1738,312684,1738,314422,314422,14,0,0,14,0,0,0,0,14,0,0,14,0,0,0,0,0,0,,,
India,Rajasthan,Jhalawar,"Calendar Year (Jan - Dec), 2023",25,12.6,0,0,0,0,0,0,1743,,,,,,,4,219694,234,219694,234,219928,219928,3,1,0,4,0,0,0,0,3,1,0,4,0,0,0,0,0,0,,,
India,Rajasthan,Jhunjhunu,"Calendar Year (Jan - Dec), 2023",0,13.7,0,0,0,0,0,0,2437,,,,,,,4,333420,0,333420,0,333420,333420,4,0,0,4,0,0,0,0,4,0,0,4,0,0,0,0,0,0,,,
India,Rajasthan,Jodhpur,"Calendar Year (Jan - Dec), 2023",0,10.5,0,0,0,0,0,0,4913,,,,,,,107,514502,0,514502,0,514502,514502,107,0,0,107,0,0,0,0,107,0,0,107,0,0,0,0,0,0,,,
India,Rajasthan,Karauli,"Calendar Year (Jan - Dec), 2023",0,9.8,0,0,0,0,0,0,1824,,,,,,,1,179060,0,179060,0,179060,179060,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,,
India,Rajasthan,Kota,"Calendar Year (Jan - Dec), 2023",37.5,12.8,0,0,0,0,0,0,2522,,,,,,,8,322210,0,322210,0,322210,322210,5,3,0,8,0,0,0,0,5,3,0,8,0,0,0,0,0,0,,,
India,Rajasthan,Nagaur,"Calendar Year (Jan - Dec), 2023",6.3,12.1,0,0,0,0,0,0,4070,,,,,,,32,492552,84,492552,84,492636,492636,30,1,1,32,0,0,0,0,30,1,1,32,0,0,0,0,0,0,,,
India,Rajasthan,Pali,"Calendar Year (Jan - Dec), 2023",0,11.5,0,0,0,0,0,0,2329,,,,,,,45,266415,2261,266415,2261,268676,268676,45,0,0,45,0,0,0,0,45,0,0,45,0,0,0,0,0,0,,,
India,Rajasthan,Pratapgarh,"Calendar Year (Jan - Dec), 2023",50,15.6,0.1,0.1,0,0,0,0,1105,,,,,,,104,152122,19767,152122,19767,171889,171889,52,48,4,104,0,0,0,0,52,48,4,104,0,0,0,0,0,0,,,
India,Rajasthan,Rajsamand,"Calendar Year (Jan - Dec), 2023",13,11.5,0,0,0,0,0,0,1402,,,,,,,23,160539,0,160539,0,160539,160539,20,3,0,23,0,0,0,0,20,3,0,23,0,0,0,0,0,0,,,
India,Rajasthan,Sawai Madhopur,"Calendar Year (Jan - Dec), 2023",0,12.1,0,0,0,0,0,0,1650,,,,,,,0,200382,0,200382,0,200382,200382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
India,Rajasthan,Sikar,"Calendar Year (Jan - Dec), 2023",0,13.1,0,0,0,0,0,0,3224,,,,,,,4,420116,1588,420116,1588,421704,421704,4,0,0,4,0,0,0,0,4,0,0,4,0,0,0,0,0,0,,,
India,Rajasthan,Sirohi,"Calendar Year (Jan - Dec), 2023",58.3,10,0,0,0,0,0,0,1307,,,,,,,12,130749,0,130749,0,130749,130749,5,7,0,12,0,0,0,0,5,7,0,12,0,0,0,0,0,0,,,
India,Rajasthan,Tonk,"Calendar Year (Jan - Dec), 2023",0,13.3,0,0,0,0,0,0,1716,,,,,,,1,229041,0,229041,0,229041,229041,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,,
India,Rajasthan,Udaipur,"Calendar Year (Jan - Dec), 2023",44.6,15.7,0.1,0.1,0,0,0,0,3941,,,,,,,316,609602,10110,609602,10110,619712,619712,175,138,3,316,0,0,0,0,175,138,3,316,0,0,0,0,0,0,,,
India,Sikkim,Gangtok,"Calendar Year (Jan - Dec), 2023",16.7,4.8,0.1,0.1,0,0,0,0,115,,,,,,,6,5319,161,5319,161,5480,5480,0,0,0,0,5,0,1,6,5,0,1,6,0,0,0,0,0,0,,,
India,Sikkim,Gyalshing,"Calendar Year (Jan - Dec), 2023",0,5.3,0,0,0,0,0,0,54,,,,,,,0,2633,235,2633,235,2868,2868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
India,Sikkim,Mangan,"Calendar Year (Jan - Dec), 2023",0,4.5,0,0,0,0,0,0,20,,,,,,,0,847,45,847,45,892,892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
India,Sikkim,Namchi,"Calendar Year (Jan - Dec), 2023",0,0.6,0,0,0,0,0,0,84,,,,,,,0,454,49,454,49,503,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
India,Tamil Nadu,Ariyalur,"Calendar Year (Jan - Dec), 2023",33.3,22.1,0,0,0,0,0,0,858,,,,,,,3,189383,0,189383,0,189383,189383,0,0,0,0,2,1,0,3,2,1,0,3,0,0,0,0,0,0,,,
India,Tamil Nadu,Chengalpattu,"Calendar Year (Jan - Dec), 2023",31.6,15.3,0,0,0,0,0,0,2762,,,,,,,19,419598,2695,419598,2695,422293,422293,1,0,0,1,12,5,1,18,13,5,1,19,0,0,0,0,0,0,,,
India,Tamil Nadu,Chennai,"Calendar Year (Jan - Dec), 2023",0,1.4,0,0.2,0,0,0,0,8070,,,,,,,174,114071,0,114071,0,114071,114071,48,0,0,48,126,0,0,126,174,0,0,174,0,0,0,0,0,0,,,
India,Tamil Nadu,Coimbatore,"Calendar Year (Jan - Dec), 2023",55,8.4,0,0,0,0,0,0,3817,,,,,,,20,322505,0,322505,0,322505,322505,0,0,0,0,9,6,5,20,9,6,5,20,0,0,0,0,0,0,,,
India,Tamil Nadu,Cuddalore,"Calendar Year (Jan - Dec), 2023",40,16.9,0,0,0,0,0,0,2755,,,,,,,5,465544,0,465544,0,465544,465544,0,0,0,0,3,1,1,5,3,1,1,5,0,0,0,0,0,0,,,
India,Tamil Nadu,Dharmapuri,"Calendar Year (Jan - Dec), 2023",0,17.9,0,0,0,0,0,0,1674,,,,,,,0,298780,1603,298780,1603,300383,300383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
India,Tamil Nadu,Dindigul,"Calendar Year (Jan - Dec), 2023",0,15.3,0,0,0,0,0,0,1385,,,,,,,0,211941,0,211941,0,211941,211941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
India,Tamil Nadu,Erode,"Calendar Year (Jan - Dec), 2023",66.7,14.4,0,0,0,0,0,0,2280,,,,,,,6,328227,1147,328227,1147,329374,329374,0,0,0,0,2,1,3,6,2,1,3,6,0,0,0,0,0,0,,,
India,Tamil Nadu,Kallakurichi,"Calendar Year (Jan - Dec), 2023",100,24.2,0,0,0,0,0,0,1510,,,,,,,1,350521,15606,350521,15606,366127,366127,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,,,
India,Tamil Nadu,Kanchipuram,"Calendar Year (Jan - Dec), 2023",0,16.7,0,0,0,0,0,0,1262,,,,,,,4,189044,21696,189044,21696,210740,210740,0,0,0,0,4,0,0,4,4,0,0,4,0,0,0,0,0,0,,,
India,Tamil Nadu,Kanniyakumari,"Calendar Year (Jan - Dec), 2023",25,12.8,0,0,0,0,0,0,1986,,,,,,,8,247145,6945,247145,6945,254090,254090,0,0,0,0,6,2,0,8,6,2,0,8,0,0,0,0,0,0,,,
India,Tamil Nadu,Karur,"Calendar Year (Jan - Dec), 2023",0,18.4,0,0,0,0,0,0,1082,,,,,,,0,194158,4640,194158,4640,198798,198798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
India,Tamil Nadu,Krishnagiri,"Calendar Year (Jan - Dec), 2023",0,21,0,0,0,0,0,0,2038,,,,,,,1,427432,0,427432,0,427432,427432,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,,,
India,Tamil Nadu,Madurai,"Calendar Year (Jan - Dec), 2023",0,12.8,0,0,0,0,0,0,3328,,,,,,,2,423843,2811,423843,2811,426654,426654,0,0,0,0,2,0,0,2,2,0,0,2,0,0,0,0,0,0,,,
India,Tamil Nadu,Mayiladuthurai,"Calendar Year (Jan - Dec), 2023",0,20.9,0,0,0,0,0,0,991,,,,,,,0,207418,0,207418,0,207418,207418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
India,Tamil Nadu,Nagapattinam,"Calendar Year (Jan - Dec), 2023",0,24.9,0,0,0,0,0,0,752,,,,,,,0,187080,0,187080,0,187080,187080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
India,Tamil Nadu,Namakkal,"Calendar Year (Jan - Dec), 2023",20,25.4,0,0,0,0,0,0,1835,,,,,,,5,464864,1399,464864,1399,466263,466263,0,0,0,0,4,0,1,5,4,0,1,5,0,0,0,0,0,0,,,
India,Tamil Nadu,Perambalur,"Calendar Year (Jan - Dec), 2023",0,19.8,0,0,0,0,0,0,634,,,,,,,0,125495,0,125495,0,125495,125495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
India,Tamil Nadu,Pudukkottai,"Calendar Year (Jan - Dec), 2023",0,21.8,0,0,0,0,0,0,951,,,,,,,2,205573,1395,205573,1395,206968,206968,0,0,0,0,2,0,0,2,2,0,0,2,0,0,0,0,0,0,,,
India,Tamil Nadu,Ramanathapuram,"Calendar Year (Jan - Dec), 2023",33.3,27,0,0,0,0,0,0,756,,,,,,,3,203742,271,203742,271,204013,204013,2,1,0,3,0,0,0,0,2,1,0,3,0,0,0,0,0,0,,,
India,Tamil Nadu,Ranipet,"Calendar Year (Jan - Dec), 2023",0,17.4,0,0,0,0,0,0,1253,,,,,,,0,218383,0,218383,0,218383,218383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
India,Tamil Nadu,Salem,"Calendar Year (Jan - Dec), 2023",100,12.9,0,0,0,0,0,0,2766,,,,,,,5,352283,4790,352283,4790,357073,357073,0,0,2,2,0,2,1,3,0,2,3,5,0,0,0,0,0,0,,,
India,Tamil Nadu,Sivaganga,"Calendar Year (Jan - Dec), 2023",0,15.3,0,0,0,0,0,0,1568,,,,,,,3,239159,0,239159,0,239159,239159,0,0,0,0,3,0,0,3,3,0,0,3,0,0,0,0,0,0,,,
India,Tamil Nadu,Tenkasi,"Calendar Year (Jan - Dec), 2023",0,13.8,0,0,0,0,0,0,1455,,,,,,,0,200104,0,200104,0,200104,200104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
India,Tamil Nadu,Thanjavur,"Calendar Year (Jan - Dec), 2023",66.7,18.5,0,0,0,0,0,0,2559,,,,,,,9,474054,0,474054,0,474054,474054,0,0,0,0,3,4,2,9,3,4,2,9,0,0,0,0,0,0,,,
India,Tamil Nadu,The Nilgiris,"Calendar Year (Jan - Dec), 2023",0,29.3,0,0,0,0,0,0,740,,,,,,,1,216840,0,216840,0,216840,216840,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,,,
India,Tamil Nadu,Theni,"Calendar Year (Jan - Dec), 2023",50,15.8,0,0,0,0,0,0,1356,,,,,,,2,194498,20046,194498,20046,214544,214544,0,0,0,0,1,0,1,2,1,0,1,2,0,0,0,0,0,0,,,
India,Tamil Nadu,Thiruvallur,"Calendar Year (Jan - Dec), 2023",50,15.9,0,0,0,0,0,0,2245,,,,,,,8,357142,0,357142,0,357142,357142,0,0,0,0,4,3,1,8,4,3,1,8,0,0,0,0,0,0,,,
India,Tamil Nadu,Thiruvarur,"Calendar Year (Jan - Dec), 2023",50,23.7,0,0,0,0,0,0,1358,,,,,,,2,321565,326,321565,326,321891,321891,0,0,0,0,1,1,0,2,1,1,0,2,0,0,0,0,0,0,,,
India,Tamil Nadu,Tiruchirappalli,"Calendar Year (Jan - Dec), 2023",69.2,13.5,0,0,0,0,0,0,2891,,,,,,,26,390564,0,390564,0,390564,390564,0,0,0,0,8,11,7,26,8,11,7,26,0,0,0,0,0,0,,,
India,Tamil Nadu,Tirunelveli,"Calendar Year (Jan - Dec), 2023",0,14.7,0,0,0,0,0,0,1757,,,,,,,6,257454,41,257454,41,257495,257495,0,0,0,0,6,0,0,6,6,0,0,6,0,0,0,0,0,0,,,
India,Tamil Nadu,Tirupathur,"Calendar Year (Jan - Dec), 2023",75,24.8,0,0,0,0,0,0,1274,,,,,,,4,312545,3286,312545,3286,315831,315831,0,0,0,0,1,2,1,4,1,2,1,4,0,0,0,0,0,0,,,
India,Tamil Nadu,Tiruppur,"Calendar Year (Jan - Dec), 2023",55.6,18.6,0,0,0,0,0,0,2826,,,,,,,9,475513,51398,475513,51398,526911,526911,0,0,0,0,4,2,3,9,4,2,3,9,0,0,0,0,0,0,,,
India,Tamil Nadu,Tiruvannamalai,"Calendar Year (Jan - Dec), 2023",0,23,0,0,0,0,0,0,1520,,,,,,,2,349654,686,349654,686,350340,350340,0,0,0,0,2,0,0,2,2,0,0,2,0,0,0,0,0,0,,,
India,Tamil Nadu,Unknown Districts Of India,"Calendar Year (Jan - Dec), 2023",258.30000000000000000000,188.2,0,0,0,0,0,0,8424,,,,,,,20,1665742,29284,1665742,29284,1695026,1695026,0,0,0,0,14,4,2,20,14,4,2,20,0,0,0,0,0,0,,,
India,Tamil Nadu,Vellore,"Calendar Year (Jan - Dec), 2023",25,21.4,0,0,0,0,0,0,1563,,,,,,,24,331187,2964,331187,2964,334151,334151,0,0,0,0,18,6,0,24,18,6,0,24,0,0,0,0,0,0,,,
India,Tamil Nadu,Villupuram,"Calendar Year (Jan - Dec), 2023",0,18.2,0,0,0,0,0,0,1997,,,,,,,8,362769,0,362769,0,362769,362769,0,0,0,0,8,0,0,8,8,0,0,8,0,0,0,0,0,0,,,
India,Tamil Nadu,Virudhunagar,"Calendar Year (Jan - Dec), 2023",0,23.6,0,0,0,0,0,0,763,,,,,,,3,171912,8502,171912,8502,180414,180414,0,0,0,0,3,0,0,3,3,0,0,3,0,0,0,0,0,0,,,
India,Telangana,Adilabad,"Calendar Year (Jan - Dec), 2023",50,11.6,0,0,0,0,0,0,854,,,,,,,2,77382,21739,77382,21739,99121,99121,1,1,0,2,0,0,0,0,1,1,0,2,0,0,0,0,0,0,,,
India,Telangana,Bhadradri Kothagudem,"Calendar Year (Jan - Dec), 2023",94.7,41,0.2,0,0.2,0,0,0,1177,,,,,,,190,409185,73182,409185,73182,482367,482367,10,177,3,190,0,0,0,0,10,177,3,190,0,0,0,0,0,0,,,
India,Telangana,Hanumakonda,"Calendar Year (Jan - Dec), 2023",92.3,4.4,0,0,0,0,0,0,1595,,,,,,,13,56007,14033,56007,14033,70040,70040,1,12,0,13,0,0,0,0,1,12,0,13,0,0,0,0,0,0,,,
India,Telangana,Hyderabad,"Calendar Year (Jan - Dec), 2023",76.2,5.2,0,0,0,0,0,0,4141,,,,,,,21,193607,23287,193607,23287,216894,216894,5,16,0,21,0,0,0,0,5,16,0,21,0,0,0,0,0,0,,,
India,Telangana,Jagitial,"Calendar Year (Jan - Dec), 2023",0,11.9,0,0,0,0,0,0,1099,,,,,,,2,106589,24372,106589,24372,130961,130961,2,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,,,
India,Telangana,Jangoan,"Calendar Year (Jan - Dec), 2023",100,11.5,0,0,0,0,0,0,569,,,,,,,8,57504,8092,57504,8092,65596,65596,0,8,0,8,0,0,0,0,0,8,0,8,0,0,0,0,0,0,,,
India,Telangana,Jayashankar Bhupalapally,"Calendar Year (Jan - Dec), 2023",100,16.9,0,0,0,0,0,0,487,,,,,,,1,45090,37218,45090,37218,82308,82308,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,,
India,Telangana,Jogulamba Gadwal,"Calendar Year (Jan - Dec), 2023",0,10,0,0,0,0,0,0,742,,,,,,,0,66282,7956,66282,7956,74238,74238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
India,Telangana,Kamareddy,"Calendar Year (Jan - Dec), 2023",100,13.8,0,0,0,0,0,0,1109,,,,,,,2,115921,36666,115921,36666,152587,152587,0,2,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,,,
India,Telangana,Karimnagar,"Calendar Year (Jan - Dec), 2023",100,7.8,0,0,0,0,0,0,1151,,,,,,,2,71352,18424,71352,18424,89776,89776,0,2,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,,,
India,Telangana,Khammam,"Calendar Year (Jan - Dec), 2023",100,9.2,0,0,0,0,0,0,1575,,,,,,,1,129980,15393,129980,15393,145373,145373,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,,
India,Telangana,Kumuram Bheem Asifabad,"Calendar Year (Jan - Dec), 2023",96.3,21,0.1,0.1,0.1,0.1,0,0,606,,,,,,,81,79370,47783,79370,47783,127153,127153,3,78,0,81,0,0,0,0,3,78,0,81,0,0,0,0,0,0,,,
India,Telangana,Mahabubabad,"Calendar Year (Jan - Dec), 2023",50,14.1,0,0,0,0,0,0,839,,,,,,,4,90065,28375,90065,28375,118440,118440,2,2,0,4,0,0,0,0,2,2,0,4,0,0,0,0,0,0,,,
India,Telangana,Mahabubnagar,"Calendar Year (Jan - Dec), 2023",0,15,0,0,0,0,0,0,1112,,,,,,,4,131941,34401,131941,34401,166342,166342,4,0,0,4,0,0,0,0,4,0,0,4,0,0,0,0,0,0,,,
India,Telangana,Mancherial,"Calendar Year (Jan - Dec), 2023",0,20.6,0,0,0,0,0,0,823,,,,,,,0,131411,37872,131411,37872,169283,169283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
India,Telangana,Medak,"Calendar Year (Jan - Dec), 2023",50,11.1,0,0,0,0,0,0,855,,,,,,,4,92877,1922,92877,1922,94799,94799,2,1,1,4,0,0,0,0,2,1,1,4,0,0,0,0,0,0,,,
India,Telangana,Medchal Malkajgiri,"Calendar Year (Jan - Dec), 2023",0,7.9,0,0,0,0,0,0,4421,,,,,,,1,326712,22052,326712,22052,348764,348764,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,,
India,Telangana,Mulugu,"Calendar Year (Jan - Dec), 2023",97.5,45.1,0.1,0,0.1,0,0,0,322,,,,,,,40,76728,68565,76728,68565,145293,145293,1,39,0,40,0,0,0,0,1,39,0,40,0,0,0,0,0,0,,,
India,Telangana,Nagarkurnool,"Calendar Year (Jan - Dec), 2023",66.7,16.9,0,0,0,0,0,0,1009,,,,,,,3,155155,15281,155155,15281,170436,170436,1,2,0,3,0,0,0,0,1,2,0,3,0,0,0,0,0,0,,,
India,Telangana,Nalgonda,"Calendar Year (Jan - Dec), 2023",53.8,10.4,0,0,0,0,0,0,1823,,,,,,,13,179213,10212,179213,10212,189425,189425,6,7,0,13,0,0,0,0,6,7,0,13,0,0,0,0,0,0,,,
India,Telangana,Narayanpet,"Calendar Year (Jan - Dec), 2023",0,13.9,0,0,0,0,0,0,668,,,,,,,0,83763,9364,83763,9364,93127,93127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
